content,up_class
"РУСГИДРО  ЧИСТАЯ ПРИБЫЛЬ СНИЗИЛАСЬ НА   Акции Русгидро MOEX   упали на  на фоне выхода отчета после роста на  с начала года. Вчера Русгидро выпустила слабый отчет по МСФО, чистая прибыль снизилась в раза, что приведет к низким дивидендам.   Важное из отчета   Выработка электричества снизилась на  от гидроэлектростанций снизилась на .   Показатель EBITDA снизился на  до млрд рублей   Русгидро зарегистрировала рекордно высокий уровень убытка от обесценения основных средств и незавершённого строительства в размере млрд рублей.   Чистая прибыль компании снизилась на  с млрд в до млрд за год.  Из-за низкой прибыли компания выплатит самый низкий возможный дивиденд в размере рублей на акцию. Дивдоходность составит  - это очень мало для электроэнергетического сектора, который славится компаниями с высокими доходностями.",1
"ДЕТСКИЙ МИР - РАЗОГРЕВ ПОД ПРОДАЖУ КРУПНЫХ ПАКЕТОВ ЗАКОНЧЕН, СРЫВ ПОСТАВОК ИЗ КИТАЯ, УГРОЗА КАРАНТИНА.   Акции Детского мира MOEX   имеют много триггеров к падению в том числе из-за коронавируса. Цену бумаги разогревали перед предстоящим SPO, однако компания покажет снижение результатов с начала года.   Детский мир в последнее время активно разогревали мажоритарии, которые желают выйти из бумаги. В прошлый раз крупный пакет был продан по рублю - такая цена выхода устроила крупных держателей. С учетом конъюнктуры рынка и кратно выросших рисков для компании дороже рубля крупные пакеты продать не удастся.   Ритейлеры страдают от распространения коронавируса. Вирус уже охватывает все континенты земного шара. Люди сокращают число спонтанных покупок и покупок товаров не первой необходимости.   Карантин – угроза для выручки Детского мира. В Италии и Японии вынужденно закрыты школы на карантин. При развитии подобного сценария в России продажи Детского мира снизятся в разы. Восстановления рынка скоро ждать не придется.   Детский мир - перекупленная и перегретая бумага, в которой огромное количество физиков. В случае паники массовый выход из бумаги обрушит ее.",1
"АКЦИИ АЭРОФЛОТА МОГУТ ОПУСТИТЬСЯ ДО РУБЛЕЙ И НИЖЕ.  Аналоги упали на с начала года, Аэрофлот MOEX   пока на . Акции еще не полностью отыграли весь негатив, вызванный коронавирусом. Убыток Аэрофлота может достичь $млн почти  капитализации по итогам года, что приведет к невыплате дивидендов.",1
"ТИНЬКОФФ  ПОТЕНЦИАЛ ПАДЕНИЯ НА РАЗМЕЩЕНИИ ПАКЕТА СОБСТВЕННИКА ДО   После отчётности на следующей неделе может состояться очередная продажа акций основного владельца Тинькофф-банка MOEX   в рынок. В прошлом году акции были размещены после выхода отчётности с дисконтом . В этом году дисконт при продаже может составить более  из-за дороговизны акций, коронавируса и прохождения пика кредитного цикла.  Акция сегодня дорого стоит. При текущей цене $мультипликаторы почти втрое выше Сбербанка. Последний раз Олег Тиньков продавал по $- ниже текущей на  и это было при нормальном рынке. Максимальный дивиденд, который банк теоретически может заплатить по итогам года, не превышает .  Распространение коронавируса продолжается. Акции банков - самые чувствительные к падениям, у них повышенная бета. В Китае, Корее, Италии акции банков в лидерах падения на вспышке вируса. Когда население под карантином, оно не платит по кредитам. Тем более по микрокредитам, которые составляют  бизнеса банка сегодня.  Прохождение пика кредитного цикла. Интенсивный рост прибыли и ROE закончился. В прошлом году они были предельные - млрд прибыли и ROE +. Далее непонятно, на чем они будут расти, так как у банка уже более млн клиентов.  Очередное размещение акций собственника приведет к продаже акций с дисконтом к текущей цене.",1
"НОРНИКЕЛЬ  УШЛА ПОДДЕРЖКА В ВИДЕ РАСТУЩЕГО ПАЛЛАДИЯ.   Котировки Норникеля MOEX   поддерживаются на высоких уровнях ростом палладия, но скоро эта поддержка может быть потеряна. Палладий рос на фоне повышения спроса со стороны автомобильной промышленности. Однако сейчас автомобильная промышленность, на которую приходится более  потребления палладия, испытывает трудности из-за коронавируса. Палладий только начал свое снижение и может повторить динамику остальных металлов.   Спрос на автомобили падает из-за распространения коронавируса, что приводит к сокращению производства. В Китае продажи автомобилей за февраль упали на  г/г. Отсутствие спроса на авто приводит к разрушению всей цепочки поставок автомобильных комплектующих.   Наибольшее опасение вызывает потенциальное распространение карантина на Европу и США. По мере распространения вируса такая же статистика как в Китае может прийти в Европейские страны и США. Некоторым заводам вне Китая приходится приостанавливать свою деятельность.    Палладий скорректировался на  от максимумов и может продолжить падение из-за снижения спроса и исчезновения дефицита запасов. Промышленные и цветные металлы уже ощутили снижение спроса и увеличение запасов, связанные со вспышкой коронавируса. Медь и никель, не менее важные для Норникеля, уже находятся на многомесячных минимумах.   Снижение стоимости палладия на фоне минимумов меди и никеля скажется на котировках Норникеля. Пузырь на рынке палладия скоро схлопнется из-за снижения спроса. Введение карантина только усилит этот риск.",1
VEON NASDAQ,0
Магнит MOEX,1
Норникель MOEX,1
"VEON ПРИБЛИЗИЛСЯ К ИСТОРИЧЕСКИМ МИНИМУМАМ ПО ОЦЕНКЕ EV/EBITDA.   Дешевле, чем сейчас VEON NASDAQ   стоил только после введения санкций за Крым. Потенциал роста до консенсуса аналитиков составляет .",0
"VEON - АКТИВ С -НОЙ ДИВИДЕНДНОЙ ДОХОДНОСТЬЮ И СТАБИЛЬНЫМ БИЗНЕСОМ.   Акции VEON NASDAQ   стали самыми высокодоходными акциями в международном телекоме. За недели акции упали на  из-за снижения оценки одним инвестдомом и перехода на выплату дивиденда раз в год. Реакция рынка кажется чрезмерной  дивдоходность акций за следующий год составит уже , а потенциал роста до консенсуса аналитиков .  Рынок резко отреагировал на понижение рекомендации J.P. Morgan и переход на единоразовую выплату дивиденда. В результате выплачиваемые дивиденды не снизятся и это не повлияет на доходность акций. Из-за продаж клиентов банка J.P. Morgan котировки сильно просели.  Аналитики ожидают роста стоимости акций Veon.  Консенсус-прогноз блумберга по Veon равен, апсайд . При этом целевая цена аналитика J.P. Morgan после понижения равна $/ads - на  больше текущей цены.  Сейчас Veon стал дешевле практически любой достаточно ликвидной акции в мире по ключевым параметрам - оценка, дивдоходность и стабильность  EV/EBITDA у Veonх, прогнозная дивидендная доходность равна . Поскольку Veon - телеком, чей бизнес полностью неуязвим к кризисным потрясениям – выплаты дивидендов стабильны. Для сравнения МТС даёт  дивдоходности, а по EV/EBITDA стоитх.  То, что случилось с Veon - редкая ситуация на бирже. Без каких-либо объективных причин акции компании стали стоить значительно дешевле аналогов и своих исторических значений. Маловероятно, что такая ситуация продлится долго.",1
"​​ РУСГИДРО  БЕЗ ДЕЙСТВИЙ МЕНЕДЖМЕНТА АКЦИИ МОГУТ УПАСТЬ ОБРАТНО ДО УРОВНЯ РУБЛЕЙ ЗА АКЦИЮ  Акции Русгидро MOEX   упали с начала коррекции уже на . Возможно, это не предел  бумаги выросли на слухах, которые в итоге были опровергнуты компанией, а дивидендная доходность по итогам года составит всего . В таких условиях акции могут опуститься до уровня рублей.  Акции Русгидро выросли с начала года на  преимущественно на слухах о повышении дивидендов путем реорганизации структуры компании. Однако достаточно быстро вышло опровержение от самой компании. Компания после обратилась в Банк России с целью проверки наличия факта манипулирования рынком.  Без реорганизации дивидендная доходность составит  по итогам и не превысит  в ближайшие несколько лет. FCF за год уйдёт в отрицательную область. Доходность Русгидро – одна из самых худших в секторе и ниже ключевой ставки.  Без конкретных действий со стороны менеджмента, которые приведут к изменению структуры акционеров, акции Русгидро могут упасть обратно в ту область, из которой начали рост - до рублей за акцию.",1
"АЭРОФЛОТ - ОТЧЕТ МСФО БЕЗ СЮРПРИЗОВ. ДАЛЬШЕ БУДЕТ ХУЖЕ.  Самое важное из отчета   Выручка млрд рублей за квартал - в рамках консенсуса.  EBITDA за квартал всего млрд руб - ниже прогноза. Причина – дорогое топливо. Расходы на топливо превысили оценку коллег из БКС на  из-за месячного лага между спотом на нефть и ценой, заложенной в формулу.  Чистый убыток - млрд руб. из-за финансовых затрат млрд.  Прибыль за 13.млрд рублей.  Дивидендная доходность составит   чистой прибыли.  Менеджмент при достаточно посредственных результатах назначил себе вознаграждение за в млрд руб - это  прибыли. Вознаграждение топ-менеджеров выросло почти на , несмотря на лишение бонусов из-за крушения SSJв Шереметьево.  Аэрофлот MOEX   выпустил последнюю хорошую отчетность за ближайшее время. Дальше при любом раскладе Аэрофлот будет испытывать трудности   При росте нефти вырастут топливные расходы – прибыли не будет снова.  При ослаблении рубля или сохранении на текущих уровнях - прибыли не будет из-за курсовых разниц.  Сегодня, когда падают даже самые качественные дивидендные истории,  дивдоходности – слишком мало. В году из-за эпидемии коронавируса прибыли Аэрофлота, значит, и дивидендов может не быть.   Фундаментальная стоимость акций Аэрофлота - рублей. Резкий обвал возможен до рублей.",1
"В первую очередь под угрозой циклические акции, не стоит совершать покупок на панике. Ситуация по коронавирусу, похоже, стала чуть лучше в Китае, но теперь он очень быстро распространяется по Европе и США. Но и ""защитные"" золотые лонги  и  уже не работают — их купил каждый первый на рынке. Мировым ЦБ надо что-то делать, и ОПЕК тоже. Цена ошибки сейчас очень велика — и пока все в самом негативном сценарии развивается.",1
"В первую очередь под угрозой циклические акции, не стоит совершать покупок на панике. Ситуация по коронавирусу, похоже, стала чуть лучше в Китае, но теперь он очень быстро распространяется по Европе и США. Но и ""защитные"" золотые лонги  и  уже не работают — их купил каждый первый на рынке. Мировым ЦБ надо что-то делать, и ОПЕК тоже. Цена ошибки сейчас очень велика — и пока все в самом негативном сценарии развивается.",1
"С начала распространения влияния коронавируса наблюдается сильное расхождение между золотом, акциями Полюса MOEX   и Полиметалла MOEX  . Полюс вырос на , Полиметалл на  при этом золото выросло только на . Золото может потерять звание защитного актива в случае сильного кризиса. Это означает, что акции золотодобытчиков не спасут от падения.",1
"С начала распространения влияния коронавируса наблюдается сильное расхождение между золотом, акциями Полюса MOEX   и Полиметалла MOEX  . Полюс вырос на , Полиметалл на  при этом золото выросло только на . Золото может потерять звание защитного актива в случае сильного кризиса. Это означает, что акции золотодобытчиков не спасут от падения.",1
"АФК СИСТЕМА НЕОБОСНОВАННО РАСТЕТ НА ФОНЕ ОБЩЕГО ПАДЕНИЯ РЫНКА  Система MOEX   выросла на  с начала года, когда индекс Мосбиржи опустился на  на графике без предпосылок для этого. Сегодня акции Системы растут на Мосбирже на  без новостей, тогда как рынок около нуля.",1
"АКЦИИ ПОЛЮСА ПЕРЕГРЕТЫ ОТНОСИТЕЛЬНО ЗОЛОТА.  Акции Полюс Золото MOEX   переоценены относительно золота, дают дивдоходность ниже ключевой ставки, несмотря на то, что золото не является защитным активом в случае рецессии.  Полюс неоправданно переоценен относительно золота. За год акции компании выросли на , в то время как ETF на золото и само золото выросли на  и  соответственно.   Полюс даст всего  дивидендной доходности после недавнего роста акций. Это ниже среднего значения по рынку и не оправдывает риск. На рынке есть более привлекательные имена с двузначной доходностью.  Золото - не защитный актив в случае рецессии. Коронавирус может повлечь начало кризиса, что может привести к началу продаж всех коммодитиз. Золото перестает быть защитным активом и может посыпаться даже сильнее остальных. В такой ситуации лучшая стратегия - держать кэш, номинированный в стабильной валюте.  Полюс золото - перекупленный нестабильный актив, который не спасет в случае жёсткой рецессии.",1
"АЭРОФЛОТ  УБЫТОК МОЖЕТ СОСТАВИТЬ ТРЕТЬ КАПИТАЛИЗАЦИИ, ЦЕЛЬ ПО АКЦИЯМ РУБЛЕЙ.  Аэрофлот MOEX   может потерять около $млрд из-за коронавируса – это более  выручки. Даже если государство разрешает Аэрофлоту летать, спрос падает  турагентства говорят о  падении спроса на поездки в Азию и Италию. На Азию и Европу приходится  выручки компании, проблемы из-за вируса могут затянуться на и более мес.   Аэрофлот может получить убыток в $400млн из-за снижения выручки. Около  затрат компании по фиксированные з/п, лизинговые платежи. Поэтому потеря  выручки обернется для компании не просто снижением прибыли, а годовым убытком.   Аэрофлот потеряет часть пролетных платежей на сумму $150млн. Сюда входит плата иностранных авиакомпаний за использование российского воздушного пространства.  В итоге Аэрофлот получит годовой убыток в $550млн долл. При капитализации в $млрд. То есть убыток может быть с 1/капитализации. С учётом этого акции Аэрофлота могут опуститься ниже рублей.",1
"КОРОНАВИРУС  УГРОЗА ДЛЯ БАНКОВ.  В Китае, Корее, Италии акции банков в лидерах падения на вспышке коронавируса. Банки - один из самых чувствительных к карантинам секторов. Когда население под карантином, оно не платит по кредитам.  ТКС MOEX   – самый уязвимый среди российских банков, так как фокусируется на необеспеченном кредитовании. Кроме того, источники сообщают, что акцию продвигали перед предстоящим SPO от Олега Тинькова и менеджмента. Но шок на рынках испортил планы.",0
"Х- РИТЕЙЛЕР С САМЫМ БОЛЬШИМ ДАУНСАЙДОМ.  ХRetail Group MOEX   беспричинно оторвалась от рынка и вскоре должна усилить свое падение. Бумага дает низкую дивидендную доходность, а у компании отсутствуют перспективы роста в текущих условиях.  Акции ХRetail Group сейчас падают на  при общем снижении Мосбиржи на  и падении Магнита сегодня на . Х- самый дорогой ритейлер в России по показателю P/E - более 20х, в котором нет никаких триггеров к росту в ближайшие несколько месяцев. Бумага дает всего  дивидендной доходности, ее главный аналог – Магнит – даст  годовых за год.  Ритейлеры под ударом из-за коронавируса. Распространение вируса приведет к снижению потребления и доходов населения. Высокая оценка FIVE в последнее время объяснялась исключительно ставкой на дальнейший рост сети, но в текущих условиях этот рост под серьезным сомнением, это приведет к падению бумаги.  Держать на таком рынке бумагу с низкой дивидендной доходностью - бессмысленно и опасно. Фундаментальная цена FIVE с учетом текущих рисков рублей.",0
"Ситуация с Коронавирусом повлияла на цены на нефть и другое сырьё, а также на потребление во многих частях света. Лукойл MOEX   в мгновение стал уже не так хорош, да и Роснефть MOEX   тоже. Даже такая скала как Норникель MOEX  , скорее всего, не устоит в этот раз.",0
"Ситуация с Коронавирусом повлияла на цены на нефть и другое сырьё, а также на потребление во многих частях света. Лукойл MOEX   в мгновение стал уже не так хорош, да и Роснефть MOEX   тоже. Даже такая скала как Норникель MOEX  , скорее всего, не устоит в этот раз.",0
"Ситуация с Коронавирусом повлияла на цены на нефть и другое сырьё, а также на потребление во многих частях света. Лукойл MOEX   в мгновение стал уже не так хорош, да и Роснефть MOEX   тоже. Даже такая скала как Норникель MOEX  , скорее всего, не устоит в этот раз.",1
"ОГК КОМПАНИЯ БЕЗ ПЕРСПЕКТИВ РОСТА И ДИВИДЕНДНОЙ ДОХОДНОСТЬЮ НИЖЕ СРЕДНЕЙ ПО СЕКТОРУ. Фундаментальная стоимость рублей, даунсайд   ОГКMOEX   слишком переоценена в текущих реалиях. Компания резко снизит денежные потоки после года и уже сейчас дает среднюю дивидендную доходность среди энергетиков. После года акционеры рискуют остаться совсем без дивидендов от компании. ОГКне заботится об экологии, потому не стоит ожидать притока средств из ESG-фондов.  ОГКдаст  дивидендной доходности за год – ниже средней по сектору. С учетом выплаты  чистой прибыли по МСФО - это довольно слабый результат для электрогенерирующих компаний. В секторе есть компании с более привлекательной дивдоходностью  Юнипро , Мосэнерго , Энел .   ОГКрезко снизит приток денежных средств после истечения ДПМ-контрактов в году. Сейчас ОГКдержится за счет ДПМ контрактов, которые истекают к году. EBITDA компании упадёт на  до млрд. а чистая прибыль на  до млрд. Дивидендная доходность станет худшей в секторе – менее .   ОГКне привлекательна для ESG-фондов, поскольку она самая грязная компания в секторе. Выбросы COу ОГКза год составили 569g СO2/кВт - самый большой показатель в секторе. Средние выбросы углекислого газа в Европе 287, а в России 397g СO2/кВт. Поэтому набирающий популярность тренд на инвестирование в ESG-friendly компании обойдёт ОГКстороной.  Стоимость акций ОГКможет упасть на  уже в ближайшей перспективе. Компании не удастся покрыть текущий ДПМ портфель новыми ДПМ контрактами не как Юнипро, компания полностью игнорирует тренд ESG не как Enel, ОГКникогда не добьётся такой собестоимости выработки энергии, как в случае компаний с гидроэлектростанциями как у ТГКи РусГидро.",1
"КОРОНАВИРУС  АЭРОФЛОТ — ТРАНССИБИРСКИЕ РОЯЛТИ.  Плата иностранных авиакомпаний за использование российского воздушного пространства приносила Аэрофлоту млрд рублей в год при прибыли в млрд. Основной маршрут таких перевозок - полёты в Китай и Корею, которые сейчас отменяют практически все авиакомпании в мире.  Одно только падение транссибирских роялти на  по году обнулит всю прибыль и дивиденды Аэрофлота MOEX  .",0
"КОРОНАВИРУС  НОРНИКЕЛЬ — ПРОИЗВОДСТВО АВТОМОБИЛЕЙ.  Суточный прирост заболевших коронавирусом в Южной Корее - случаев, это выше чем в Китае. Вирус продолжает распространяться и в густонаселённой Японии, в которой сегодня объявили о закрытии школ.  Южная Корея и Япония — центры производства автомобилей. Автомобильная отрасль - один из главных потребителей металлов, производимых Норникелем MOEX  .",1
"Энергетика  ОГКMOEX  , ФСК ЕЭС MOEX  . Бумаги перекуплены, дивидендные доходности не интересны, особенно на фоне ослабления рубля. Цель по ОГКкопеек, ФСК копеек за акцию.",1
"Энергетика  ОГКMOEX  , ФСК ЕЭС MOEX  . Бумаги перекуплены, дивидендные доходности не интересны, особенно на фоне ослабления рубля. Цель по ОГКкопеек, ФСК копеек за акцию.",1
"Металлургия  Норникель MOEX  , Русал MOEX  . Цены на металлы падают быстрее акций этих компаний, акции должны упасть вслед за металлами. Цель по Норникелю рублей, Русал рублей за акцию.",1
"Металлургия  Норникель MOEX  , Русал MOEX  . Цены на металлы падают быстрее акций этих компаний, акции должны упасть вслед за металлами. Цель по Норникелю рублей, Русал рублей за акцию.",0
"Финансовый сектор  TCS Group MOEX  . Акции продвигают перед предстоящим SPO от Олега Тинькова и менеджмента. В Италии и Китае банки среди самых пострадавших акций на рынке из-за карантина. Если в России тоже введут карантин, то ТКС будет испытывать трудности из-за невыплаты долгов. Справедливая стоимость рублей.",0
"Ритейл  Детский мир MOEX  . Также как и с ТКС мажоритарные акционеры продвигали свои акции для целей продажи, кроме того вирус вызвал риск поставок из Китая. Справедливая стоимость рублей за акцию.",0
"КОРОНАВИНУС  АЭРОФЛОТ — ЕВРОПА.  городов на севере Италии закрыты на карантин до марта. Закрыты школы, университеты, бизнесы. Отменены футбольные матчи и модные показы.   Европейское направление составляет  выручки Аэрофлота MOEX  .",0
"АЭРОФЛОТ  ПОТЕНЦИАЛ ПАДЕНИЯ АКЦИЙ ДО РУБЛЕЙ.  Аэрофлот MOEX   всё ещё падает значительно меньше аналогов, при этом падение выручки из-за коронавируса приведёт к убыткам.  Аэрофлот упал меньше своих аналогов  Turkish Airlines, Lufthansa, Air France упали  с начала появления информации о коронавирусе на 10.  При этом падение пассажиропотока обернется для Аэрофлота серьёзными убытками. Причины в падении туристического пассажиропотока в Азию и Европу особенно в Италию из-за вируса, сокращении пролетных платежей авиасообщение между Европой и Китаем провалилось и ослаблении рубля.",1
"АЭРОФЛОТ  АКЦИЯМ ЕСТЬ КУДА ПАДАТЬ ИЗ-ЗА КОРОНАВИРУСА.  В прошлом году при значительно более благоприятной конъюнктуре Аэрофлот MOEX   стоил рублей за акцию. Авиакомпании страдают из-за последствий коронавируса, а акции мировых перевозчиков уже упали на 15.  Выручка Аэрофлота значительно сократится из-за коронавируса. Авиаперевозчики уже терпят снижение пассажиропотока. Ростуризм рекомендует отменить продажи туров в Италию, Корею и Китай. Из Италии вирус начал распространяться по всей Европе, что грозит снижением спроса на билеты на все самые популярные направления. Спрос на поездки только в Италию снизился на треть за меньше недели с появление информации о вирусе.   Акции европейских и американских авиакомпаний упали на с начала года. После новости о вспышке вируса в Европе акции ускорили падение. Акции компаний круизных перевозок Royal Caribbean, Norwegian Cruises, Carnival потеряли за месяц 35. И падение может еще продолжиться. Акции Аэрофлота при этом пока остаются на уровне начала года.  Ситуация с вирусом принимает глобальный характер. После вспышки коронавируса в Италии стало понятно, что вирус не ограничился Китаем. Теперь у авиаперевозчиков под угрозой не только выручка азиатского направления, но и вообще вся выручка.",1
"ПРОДАЖИ АЛРОСЫ ЗА ФЕВРАЛЬ МОГУТ СТАТЬ ХУДШИМИ ЗА ДОЛГОЕ ВРЕМЯ  Алроса МОЕХ   опубликует продажи за февраль марта. Ко всем проблемам, которые появились в индустрии в прошлом году, добавился коронавирус.  Основные потребители алмазной продукции - Китай и США - отмечают сокращение продаж luxury-сегмента.  Китай занимает  рынка ювелирных изделий и отмечает падение продаж люкса на  г/г. В Китае карантин, также остановился поток китайских туристов, делающих покупки за рубежом  в США и  в Европе.  Алроса уже перенесла аукционы из Гонконга в Москву. Ежегодно компания проводит четыре аукциона в Гонконге, перенос одного из них сильно ударит по продажам редких крупных алмазов.   Бельгия из-за распространения коронавируса может попасть под карантин. В Бельгию приходится  продаж Алросы, так как Антверпен - мировой центр обработки и торговли бриллиантами.  Ситуация в алмазном секторе повторяется как в начале прошлого года из-за коронавируса – индийские огранщики испытывают трудности с финансированием.  Запасы индийских огранщиков снова сильно вырастут. Сильное падение спроса, вызванное коронавирусом, приведет к тому, что огранщики не смогут реализовать свою продукцию. Это приведет к избыточному количеству запасов, которое окажет давление на сектор.",0
"​​ МОСЭНЕРГО - ДИВИДЕНДНАЯ ГАВАНЬ ВО ВРЕМЯ ПОТРЯСЕНИЙ. Фундаментальная стоимость рубля, апсайд .  Акции Мосэнерго MOEX   - одна из самых надежных бумаг на падающем рынке. Акции дают доходность , при средней текущей дивидендной доходности  по рынку  по данным Блумберг. При этом дивдоходность в будущем будет расти вместе с ростом прибыли за счёт устойчивости к выбытию мощностей ДПМ.  Второй день подряд российские индексы демонстрирует падение. Moex падает сегодня на , долларовый РТС снизился на . Инвесторы боятся покупать акции из-за угрозы коронавируса, предпочтение отдается сильным дивидендным акциям.   На российском рынке есть сектор, который на  защищен от падения рынков акций. Это защитная электроэнергетика, и в ней есть бумаги, в которых можно спрятаться на время обвала рынков.  Мосэнерго – защитная акция с высоким дивидендом. В этом году компания переходит на выплату  прибыли по МСФО. Дивиденд составит рубля на акцию по итогам года. При этом дивиденды Мосэнерго будут расти дальше на фото.",0
"МЕЧЕЛ - НАИБОЛЕЕ ОПАСНАЯ ИНВЕСТИЦИЯ НА ПАДАЮЩЕМ РЫНКЕ.   С начала года акции Мечела MOEX   выросли на  на фоне продажи Эльгинского месторождения. Однако позитив инвесторов слабо понятен. Эльга была единственной надеждой Мечел на развитие, без неё сильных активов у Мечела просто не осталось.  Продажа Эльги никак не решает проблем Мечела. Продажа осуществляется для снижения запредельной долговой нагрузки. Сумма сделки будет не более млрд рублей. Долг Мечела составляет около млрд рублей. Т.е. продажа покрывает лишь  долга, но отнимает перспективы для развития.  Сейчас Мечел на грани банкротства. Даже после небольшого снижения долговой нагрузки коэффициент Net Debt/EBITDA составит - значение на грани банкротства. Прибыли у Мечела нет, а по EV/EBITDA он будет стоить - в раза больше большинства металлургов.  При этом обычка Мечела не платит дивидендов. Фактически акция выросла на покупках инсайдеров на  и держалась по инерции на достигнутых уровнях. Однако на падающем рынке такая акция становится идеальным кандидатом на шорт, т.к. причин для убыточной компании без перспектив к развитию стоить в раза дороже дивидендных аналогов просто нет.  Обычка Мечела имеет одну из самых высоких бет к падению, что делает их крайне рискованной инвестицией на падающем рынке.",1
"ТАТНЕФТЬ – ТОП-ФИШКА С ДОХОДНОСТЬЮ  ГОДОВЫХ В ДОЛЛАРАХ. Фундаментальная стоимость рублей, апсайд .  Пока российский рынок просыпается после праздников, а Европа и Штаты отходят от вчерашнего обвала, на рынке РФ есть топ-фишка с доходностью  годовых в долларах.  Татнефть обычка MOEX     Ликвидность на двух биржах LSE + MOEX $млн день - входит в топбумаг РФ, в любой момент легко купить и продать  Дивиденд за составит руб. на акцию. Это доходность  - максимум в российской нефтянке и европейском нефтегазе. руб. на акцию - минимально возможный дивиденд Татнефти, может быть больше - 90+ рублей.   vs  ключевая ставка - разница в  - исторический рекорд для обычки Татнефти.  Татнефть - защитная бумага с долларовым дивидендом. Падение рубля - не страшно.  У Татнефти совсем нет долга.  Татнефть - не страдает из-за ограничения квот по ОПЕК+.   Бонус - хороший момент на рынке - бумага у многомесячной поддержки в рублей и чуть ниже 200-дневки. Идеальный кандидат на отскок.  Татнефть — самая высокодоходная бумага на российском рынке в последние и лет. Больше того, кто держал Татнефть, заработал только тот, кто докупал Татнефть на просадках.",1
